timestamp,latitude,longitude,heading,speed,easting,northing
1429869229.21045,-33.8905047423,151.1941731959,11171.8482580852,5.4724931003,333011.669145756,6248516.8719539
1429869229.21188,-33.8905042612,151.1941733271,11171.748965245,5.4724931003,333011.68033549,6248516.92552263
1429869229.21335,-33.8905037799,151.1941734572,11171.6499236173,5.4724931003,333011.691432491,6248516.97911063
1429869229.21477,-33.8905033655,151.1941735683,11171.5482861271,4.7095458014,333011.700901627,6248517.02524433
1429869229.21943,-33.8905027983,151.1941737003,11171.445638944,5.4724931003,333011.712001919,6248517.0883571
1429869229.22086,-33.8905023164,151.1941738274,11171.3462623663,5.4724931003,333011.722814912,6248517.14200313
1429869229.22231,-33.8905018344,151.1941739534,11171.2432850761,5.4724931003,333011.733533156,6248517.19566818
1429869229.22376,-33.8905014177,151.1941740615,11171.1412288984,4.7285351397,333011.742711327,6248517.24205423
1429869229.22521,-33.8905009352,151.1941741854,11171.0358232207,5.4724931003,333011.753236324,6248517.29575751
1429869229.22669,-33.8905004526,151.1941743083,11170.9311711805,5.4724931003,333011.76366286,6248517.34948
1429869229.22812,-33.8904999698,151.1941744302,11170.8234208528,5.4724931003,333011.7739898,6248517.40322172
1429869229.2296,-33.8904995524,151.1941745345,11170.7125722376,4.7285351397,333011.782824246,6248517.44967446
1429869229.23103,-33.8904990692,151.1941746541,11170.6009699849,5.4724931003,333011.792944265,6248517.50345552
1429869229.23247,-33.8904985858,151.1941747726,11170.4905400571,5.4724931003,333011.802960058,6248517.5572561
1429869229.23711,-33.8904980229,151.1941749015,11170.375804985,5.4724931003,333011.813786117,6248517.61988771
1429869229.23855,-33.8904976066,151.1941750015,11170.2614393948,4.7095458014,333011.822221949,6248517.66622149
1429869229.24002,-33.8904971917,151.1941751001,11170.1427194546,4.6907083717,333011.830530153,6248517.71238693
1429869229.24147,-33.8904967075,151.1941752139,11170.0234970894,5.4724931003,333011.840111201,6248517.76626663
1429869229.24289,-33.8904962232,151.1941753265,11169.9056145242,5.4724931003,333011.849580744,6248517.82016603
