timestamp,latitude,longitude,heading,speed,easting,northing
1429869221.42319,-33.8917526069,151.1939095599,11228.1449267537,1.5635694572,332989.720382981,6248378.05877432
1429869221.42468,-33.8917525565,151.1939097185,11228.1427224859,1.5698486005,332989.73495308,6248378.06461852
1429869221.42613,-33.8917525061,151.1939098771,11228.1412718555,1.5698486005,332989.749522993,6248378.07046319
1429869221.42916,-33.8917524142,151.1939101172,11228.1389470274,1.5635694572,332989.771546949,6248378.08104311
1429869221.43067,-33.8917523891,151.1939101961,11228.1394223595,0.7817847286,332989.778802624,6248378.08395411
1429869221.43209,-33.891752364,151.1939102754,11228.1449219416,0.7849243002,332989.786087589,6248378.08687642
1429869221.43357,-33.8917523388,151.1939103547,11228.1437225237,0.7849243002,332989.793372664,6248378.08979846
1429869221.43499,-33.8917523137,151.1939104337,11228.1416019933,0.7817847286,332989.800628515,6248378.09270902
1429869221.43643,-33.8917522886,151.1939105127,11228.1430821755,0.7817847286,332989.80788435,6248378.09561962
1429869221.43809,-33.8917522634,151.193910592,11228.1472419576,0.7849243002,332989.815169468,6248378.09854155
1429869221.43967,-33.8917522383,151.193910671,11228.1486384022,0.7817847286,332989.822425587,6248378.10145144
1429869221.44142,-33.8917522132,151.19391075,11228.1476901968,0.7817847286,332989.829681718,6248378.1043613
1429869221.44302,-33.8917521882,151.193910829,11228.1478305789,0.7817847286,332989.836937828,6248378.10727122
1429869221.44454,-33.891752163,151.1939109083,11228.1498969235,0.7849243002,332989.844223135,6248378.11019268
1429869221.44604,-33.8917521379,151.1939109873,11228.1503722557,0.7817847286,332989.851479366,6248378.11310229
1429869221.44747,-33.8917521128,151.1939110663,11228.1499264753,0.7817847286,332989.858735597,6248378.1160119
1429869221.44898,-33.8917520877,151.1939111453,11228.1519090824,0.7817847286,332989.865991868,6248378.11892142
1429869221.45045,-33.8917520626,151.1939112246,11228.154812802,0.7849243002,332989.873277404,6248378.1218423
1429869221.45188,-33.8917520375,151.1939113036,11228.1562092466,0.7817847286,332989.880533907,6248378.12475124
1429869221.45344,-33.8917520123,151.1939113829,11228.1553447788,0.7849243002,332989.887819566,6248378.12767182
1429869221.45491,-33.8917519873,151.1939114619,11228.1524706109,0.7817847286,332989.895075989,6248378.13058095
1429869221.45634,-33.8917519621,151.1939115412,11228.1530296805,0.7849243002,332989.902361493,6248378.13350192
1429869221.45779,-33.891751937,151.1939116202,11228.1523326876,0.7817847286,332989.909617853,6248378.13641121
1429869221.45922,-33.8917519118,151.1939116995,11228.1523055947,0.7849243002,332989.916903336,6248378.13933223
1429869221.46071,-33.8917518868,151.1939117785,11228.1559629519,0.7817847286,332989.92415977,6248378.14224134
1429869221.46218,-33.8917518616,151.1939118578,11228.1561870715,0.7849243002,332989.931445444,6248378.14516188
1429869221.4636,-33.8917518365,151.1939119368,11228.1570810911,0.7817847286,332989.938702005,6248378.14807067
1429869221.46508,-33.8917518114,151.1939120158,11228.1584775357,0.7817847286,332989.945958624,6248378.15097931
1429869221.46654,-33.8917517864,151.1939120948,11228.1581154928,0.7817847286,332989.953215269,6248378.15388789
1429869221.46797,-33.8917517612,151.1939121741,11228.1598468874,0.7849243002,332989.960501091,6248378.15680807
1429869221.46945,-33.8917517361,151.1939122531,11228.1606571696,0.7817847286,332989.967757836,6248378.1597164
