timestamp,latitude,longitude,heading,speed,easting,northing
1429869242.29001,-33.8898573561,151.1942939272,11180.9446946983,5.4724931003,333021.572748551,6248588.86144588
1429869242.29146,-33.8898569622,151.1942941173,11180.8942478,4.7095458014,333021.589564242,6248588.90543696
1429869242.29288,-33.8898565698,151.1942943062,11180.8399489766,4.6907083717,333021.606272614,6248588.94926737
1429869242.29431,-33.8898561117,151.1942945261,11180.7845615657,5.4724931003,333021.62571676,6248589.00042148
1429869242.29575,-33.8898556535,151.1942947455,11180.7323561798,5.4724931003,333021.645112868,6248589.05159383
1429869242.30045,-33.8898552244,151.1942951685,11180.7110925869,4.7095458014,333021.683391575,6248589.09987114
1429869242.30191,-33.8898548298,151.1942953567,11180.6657536761,4.7095458014,333021.700029732,6248589.14392966
1429869242.30332,-33.8898543712,151.194295575,11180.6226756777,5.4724931003,333021.719323767,6248589.19514058
1429869242.30474,-33.8898539125,151.1942957929,11180.5838682918,5.4724931003,333021.738581202,6248589.24636528
1429869242.3063,-33.8898535176,151.19429598,11180.5450609059,4.7095458014,333021.755124001,6248589.2904597
1429869242.30772,-33.8898531227,151.1942961669,11180.5086819075,4.7095458014,333021.771637865,6248589.33456496
1429869242.30913,-33.8898526636,151.1942963838,11180.4773271591,5.4724931003,333021.790796681,6248589.38582662
1429869242.31059,-33.8898522044,151.1942966003,11180.4488194858,5.4724931003,333021.809928716,6248589.43709829
1429869242.31203,-33.8898518092,151.1942967864,11180.4244149499,4.7095458014,333021.826373083,6248589.48122951
1429869242.3135,-33.8898514139,151.1942969724,11180.398000714,4.7095458014,333021.842797878,6248589.52536802
1429869242.3181,-33.8898509159,151.1942974127,11180.3950216738,5.4724931003,333021.882547847,6248589.58131761
1429869242.31952,-33.8898504565,151.1942976285,11180.3702821879,5.4724931003,333021.901607896,6248589.63261608
1429869242.32094,-33.889850061,151.1942978139,11180.345207752,4.7095458014,333021.917991498,6248589.6767699
1429869242.32241,-33.8898496671,151.1942979985,11180.3196308912,4.6907083717,333021.934290128,6248589.72075432
1429869242.32383,-33.8898492075,151.1942982135,11180.2943889803,5.4724931003,333021.953282437,6248589.7720779
1429869242.32525,-33.8898487477,151.1942984283,11180.2695657569,5.4724931003,333021.972252321,6248589.82340978
1429869242.32668,-33.889848352,151.194298613,11180.241811721,4.7095458014,333021.988557249,6248589.86759271
1429869242.3281,-33.8898479578,151.1942987966,11180.2171559726,4.6907083717,333022.004776832,6248589.91160634
1429869242.32957,-33.889847496,151.1942990116,11180.1914116367,5.4944701016,333022.023752993,6248589.96317014
1429869242.33101,-33.889847036,151.1942992254,11180.1669233634,5.4724931003,333022.042630738,6248590.01453597
1429869242.33576,-33.8898465934,151.1942996233,11180.1650562782,4.7095458014,333022.078568937,6248590.06426444
1429869242.33717,-33.8898461332,151.1942998369,11180.1430801298,5.4724931003,333022.097424178,6248590.11563853
1429869242.33872,-33.8898456712,151.1943000511,11180.1193454939,5.4944701016,333022.116334564,6248590.16722649
1429869242.34015,-33.8898452109,151.1943002642,11180.0923450955,5.4724931003,333022.13514656,6248590.21861644
1429869242.34159,-33.8898448147,151.1943004474,11180.0677730846,4.7095458014,333022.151315977,6248590.26284914
1429869242.34303,-33.8898443543,151.19430066,11180.0396003612,5.4724931003,333022.170081183,6248590.3142562
1429869242.34446,-33.8898438938,151.1943008723,11180.0123487504,5.4724931003,333022.188821522,6248590.36567232
1429869242.34591,-33.8898434332,151.1943010844,11179.987023102,5.4724931003,333022.207538269,6248590.41709704
1429869242.34733,-33.8898430367,151.1943012667,11179.9591853286,4.7095458014,333022.223625088,6248590.46135985
1429869242.34876,-33.8898425759,151.1943014783,11179.9312638177,5.4724931003,333022.242292946,6248590.51280233
